,Source,Date,Text,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
259,@CNN,Wed Dec 13 21:46:05 +0000 2017,"Sen.-elect Doug Jones: I think we've reached a ""tipping point"" in the US; Going forward, this country has a debt th… https://t.co/df7652eSwI",-0.2732,0.067,0.813,0.12,60
260,@CNN,Wed Dec 13 21:30:54 +0000 2017,Sen.-elect Doug Jones says he received a “very gracious call” from President Trump after his special election win:… https://t.co/4Tf2b4J7Fl,0.743,0.283,0.717,0.0,61
261,@CNN,Wed Dec 13 21:28:51 +0000 2017,"Doug Jones says he has not spoken with Roy Moore after Tuesday’s special election; ""I'm going to let him make that… https://t.co/j36OXKDE4a",0.4019,0.114,0.886,0.0,62
262,@CNN,Wed Dec 13 21:20:15 +0000 2017,Alabama Sen.-elect Doug Jones says he received congratulatory calls from congressional leaders and President Trump… https://t.co/K22ZMWCW5Y,0.0,0.0,1.0,0.0,63
263,@CNN,Wed Dec 13 21:15:56 +0000 2017,"""This is the hard part, bear with me OK? I couldn't get through your book, I tried. Your son Beau had the same canc… https://t.co/TLX0JpzrxY",0.368,0.116,0.829,0.055,64
264,@CNN,Wed Dec 13 21:09:50 +0000 2017,Democrat Doug Jones speaks after his victory over Republican Roy Moore in Alabama's Senate election. Watch live on… https://t.co/DJxK6vtELa,0.0,0.0,1.0,0.0,65
265,@CNN,Wed Dec 13 21:09:21 +0000 2017,"President Trump, eyeing his first major legislative victory, made his closing argument on a tax package that negoti… https://t.co/exeV4F6rwr",-0.3612,0.0,0.872,0.128,66
266,@CNN,Wed Dec 13 20:52:21 +0000 2017,These charts help to explain how Alabama elected a Democrat to the US Senate for the first time in 25 years… https://t.co/zpIs6Xo2Gv,0.4019,0.119,0.881,0.0,67
267,@CNN,Wed Dec 13 20:39:53 +0000 2017,Joe Biden consoles Meghan McCain on her father's cancer diagnosis https://t.co/nhSVoNwYnw https://t.co/mvONYbpHxA,-0.6597,0.0,0.714,0.286,68
268,@CNN,Wed Dec 13 20:20:22 +0000 2017,26-year-olds face challenges as they fall off parents' health insurance https://t.co/N2KYa6c3ZO https://t.co/gKkYEu8dD8,0.0772,0.106,0.894,0.0,69
269,@CNN,Wed Dec 13 20:12:06 +0000 2017,"The identities of more than one million Americans, both dead and alive, may have been used to hijack the FCC's publ… https://t.co/sm9SLWdeIp",-0.4019,0.097,0.743,0.16,70
270,@CNN,Wed Dec 13 20:11:27 +0000 2017,RT @CNNPolitics: President Trump makes his final tax pitch following news that House and Senate negotiators reached a deal on the tax bill…,0.1027,0.062,0.938,0.0,71
271,@CNN,Wed Dec 13 20:10:10 +0000 2017,"Charles Barkley on Doug Jones' victory in Alabama: This is ""a wake-up call for Democrats... ""It's time for them to… https://t.co/CocUlf3Nww",0.0,0.0,1.0,0.0,72
272,@CNN,Wed Dec 13 20:05:25 +0000 2017,President Trump is speaking from the White House. Watch CNN: https://t.co/UYpqI3w42L https://t.co/GUzMovQfRW,0.0,0.0,1.0,0.0,73
273,@CNN,Wed Dec 13 20:00:12 +0000 2017,8 numbers out of Alabama that should terrify Republicans | Analysis by @CillizzaCNN https://t.co/MIqVbGblxr https://t.co/QQ0YqgHJHY,-0.5106,0.0,0.784,0.216,74
274,@CNN,Wed Dec 13 19:50:51 +0000 2017,"Rep. Peter King on Steve Bannon: ""This guy does not belong on the national stage. He looks like some disheveled dru… https://t.co/91rZYecTp7",0.3612,0.106,0.894,0.0,75
275,@CNN,Wed Dec 13 19:40:11 +0000 2017,Credit card debt is on the rise. American households now pay an average of $904 a year in interest alone.… https://t.co/aDNTm5payM,0.4019,0.22,0.627,0.153,76
276,@CNN,Wed Dec 13 19:30:07 +0000 2017,Climate change is partly to blame for the record rainfall that fell over Texas and Louisiana in the days after Hurr… https://t.co/cilBdinyRw,-0.2782,0.0,0.908,0.092,77
277,@CNN,Wed Dec 13 19:20:10 +0000 2017,Use this calculator and see how the tax bill will affect your paycheck https://t.co/JG9nvcZXxG https://t.co/RCbfuWTlL8,0.0,0.0,1.0,0.0,78
278,@CNN,Wed Dec 13 19:11:04 +0000 2017,"President Trump's approval rating sits at 32%, according to a new poll.

This matches the lowest level in any poll… https://t.co/1p6wnZqYIM",0.128,0.131,0.759,0.11,79
279,@CNN,Wed Dec 13 19:00:39 +0000 2017,These charts explain how Doug Jones won in Alabama https://t.co/DnFteCy2oF https://t.co/0eLG0nJdJK,0.5719,0.27,0.73,0.0,80
280,@CNN,Wed Dec 13 18:50:10 +0000 2017,"""This is an earthquake"": Inside the White House after Alabama's stunner https://t.co/b2w7unrXNl https://t.co/gmiOIpIuRf",0.0,0.0,1.0,0.0,81
281,@CNN,Wed Dec 13 18:49:38 +0000 2017,"Sen. Cory Booker praises Doug Jones' victory: ""This is the state of Alabama rejecting tribalism and rejecting hatre… https://t.co/NheGUZxhRB",-0.3818,0.134,0.63,0.236,82
282,@CNN,Wed Dec 13 18:44:26 +0000 2017,"RT @CNNnewsroom: Sen. Cory Booker: Tabling the tax vote until Alabama Sen. Doug Jones is sworn in ""is the right thing to do"" https://t.co/I…",0.0,0.0,1.0,0.0,83
283,@CNN,Wed Dec 13 18:40:08 +0000 2017,Muslim leaders call for recognition of East Jerusalem as Palestinian capital https://t.co/J7DHKPJH5h https://t.co/UGjmrmallS,0.0,0.0,1.0,0.0,84
284,@CNN,Wed Dec 13 18:30:12 +0000 2017,Minnesota Lt. Gov. Tina Smith has been selected to replace Al Franken in the Senate https://t.co/KUjPNgZWTX https://t.co/v8wULY1Pii,0.0,0.0,1.0,0.0,85
285,@CNN,Wed Dec 13 18:20:15 +0000 2017,"A homeless man stole more than $350,000 from an unlocked room in Paris' Charles de Gaulle Airport on Friday, accord… https://t.co/J0th8hnZc5",0.0,0.0,1.0,0.0,86
286,@CNN,Wed Dec 13 18:10:10 +0000 2017,The 7 most revealing findings in the Alabama exit polls https://t.co/mdFDdFf24E https://t.co/wjrAdyX7Ms,0.0,0.0,1.0,0.0,87
287,@CNN,Wed Dec 13 18:06:49 +0000 2017,"RT @CNNPolitics: President Trump on the GOP tax plan: “We are very, very close to a historic legislative victory” https://t.co/5mO1JcKYYl h…",0.0,0.0,1.0,0.0,88
288,@CNN,Wed Dec 13 18:00:18 +0000 2017,House and Senate Republicans have struck a tentative deal on a tax bill https://t.co/WBMHAukC1J https://t.co/0xamOhLtCd,-0.25,0.0,0.857,0.143,89
289,@CNN,Wed Dec 13 17:50:08 +0000 2017,An Airbus plane mapped out an intricate Christmas tree -- with ornaments -- and it was spotted on flight radar… https://t.co/Wpj40Ue6K6,0.1531,0.074,0.926,0.0,90
290,@CNN,Wed Dec 13 17:40:05 +0000 2017,Much of the attention in Alabama was focused on Roy Moore's conservative Christian base. But he lost in large part… https://t.co/TP3DnFYuAB,0.0772,0.109,0.795,0.096,91
291,@CNN,Wed Dec 13 17:29:06 +0000 2017,"""A president who would all but call Sen. Kirsten Gillibrand a whore is not fit to clean the toilets in the Barack O… https://t.co/VJ9drPDUb8",-0.91,0.0,0.635,0.365,92
292,@CNN,Wed Dec 13 17:20:15 +0000 2017,"Charles Barkley on Doug Jones' victory in Alabama: This is ""a wake-up call for Democrats... ""It's time for them to… https://t.co/d22PRHyX4q",0.0,0.0,1.0,0.0,93
293,@CNN,Wed Dec 13 17:09:08 +0000 2017,"Trump on the Alabama election: ""I was right! ... the deck was stacked"" against Roy Moore https://t.co/cExa2auJwZ https://t.co/KgZyMUwR5N",0.0,0.0,1.0,0.0,94
294,@CNN,Wed Dec 13 16:58:23 +0000 2017,"Black voters in Alabama -- particularly black women -- voted overwhelmingly in favor of Democrat Doug Jones, accord… https://t.co/fO4YDMxRjF",0.296,0.127,0.802,0.071,95
295,@CNN,Wed Dec 13 16:45:38 +0000 2017,A baby born with her heart outside her body has survived three surgeries to insert it back into her chest… https://t.co/HlE3P9fzDp,0.5106,0.148,0.852,0.0,96
296,@CNN,Wed Dec 13 16:35:32 +0000 2017,"RT @CNNPolitics: Rep. Steve Cohen: ""Has President Trump ever communicated with you about removing Robert Mueller?""

Rosenstein: ""I am not g…",0.0,0.0,1.0,0.0,97
297,@CNN,Wed Dec 13 16:35:22 +0000 2017,"RT @CNNPolitics: Ranking member of the House Judiciary Committee Jerry Nadler: ""Have you seen good cause to fire Special Counsel Mueller?""…",0.4939,0.215,0.692,0.092,98
298,@CNN,Wed Dec 13 16:21:32 +0000 2017,"Alabama Rep. Mo Brooks reveals on the House floor that he has prostate cancer: ""Losing the Senate race may have sav… https://t.co/HxxkCbIRfX",-0.7906,0.0,0.741,0.259,99
299,@CNN,Wed Dec 13 16:10:04 +0000 2017,Prince Harry and Meghan Markle will spend their first Christmas as an engaged couple with Queen Elizabeth and other… https://t.co/AiAkseSNfP,0.4019,0.124,0.876,0.0,100
300,@FoxNews,Thu Dec 14 05:00:00 +0000 2017,WATCH: @jessebwatters Invites Special Guest for New Installment of 'Mom Texts' https://t.co/Jb6LDPzpJF,0.4019,0.197,0.803,0.0,1
301,@FoxNews,Thu Dec 14 04:45:04 +0000 2017,"In his final speech pushing tax reform, @POTUS said the new tax guidelines favored the ""forgotten men and women of… https://t.co/KUgMPTRcvu",0.2263,0.118,0.802,0.08,2
302,@FoxNews,Thu Dec 14 04:31:51 +0000 2017,Watchdog reveals how ex-Mueller agents' anti-Trump texts came to light https://t.co/4JwUy6tp2a,0.0,0.0,1.0,0.0,3
303,@FoxNews,Thu Dec 14 04:20:04 +0000 2017,".@TGowdySC: ""This 'conflict of interest-free' senior agent of the @FBI can't think of a single solitary American wh… https://t.co/XaTN2CuWNU",-0.3182,0.0,0.881,0.119,4
304,@FoxNews,Thu Dec 14 04:13:06 +0000 2017,".@TomFitton: ""I think the FBI's been compromised. Forget about shutting down Mr. Mueller. Do we need to shut down t… https://t.co/ues5oaWjG3",-0.2263,0.0,0.913,0.087,5
305,@FoxNews,Thu Dec 14 04:03:45 +0000 2017,Roy Moore bucks calls to concede in Alabama Senate race https://t.co/ebX4s8sv66 https://t.co/9eVe6kQMtF,0.0,0.0,1.0,0.0,6
306,@FoxNews,Thu Dec 14 03:55:19 +0000 2017,".@IngrahamAngle on Alabama Senate race: ""Here's a lesson for Republicans, you cannot fight everyone all at once, yo… https://t.co/8DB4wqedO4",0.2924,0.114,0.886,0.0,7
307,@FoxNews,Thu Dec 14 03:41:40 +0000 2017,Los Angeles Fire Dept. dispatches drones for the first time in wildfire fight https://t.co/Je1CvyY7dp,-0.6124,0.0,0.706,0.294,8
308,@FoxNews,Thu Dec 14 03:39:19 +0000 2017,.@HeyTammyBruce: Jones Win in AL an 'End Result' of What Mitch McConnell Started https://t.co/ykJNebP4WU,0.5859,0.226,0.774,0.0,9
309,@FoxNews,Thu Dec 14 03:32:06 +0000 2017,Watchdog reveals how ex-Mueller agents' anti-Trump texts came to light https://t.co/7qBDlC7iOU,0.0,0.0,1.0,0.0,10
310,@FoxNews,Thu Dec 14 03:23:14 +0000 2017,"Solomon Wisenberg on Robert Mueller: ""He's not perfect, but he's honorable."" @IngrahamAngle https://t.co/4V8BekDAzo https://t.co/AhPvjv4EZc",-0.2498,0.0,0.867,0.133,11
311,@FoxNews,Thu Dec 14 03:22:31 +0000 2017,".@TomiLahren: ""The question isn't if they're trying to destroy President #Trump and his administration. It's: why?""… https://t.co/WYOnrjZJUd",-0.5423,0.0,0.821,0.179,12
312,@FoxNews,Thu Dec 14 03:16:35 +0000 2017,"James Freeman on FBI agents sending anti-Trump text messages: ""These people kind of viewed their role as protecting… https://t.co/jra9Q514f9",0.4019,0.13,0.87,0.0,13
313,@FoxNews,Thu Dec 14 03:15:33 +0000 2017,".@KellyannePolls on tax reform: ""When you file your taxes...you will have seen the difference in your paychecks. [… https://t.co/kHt0XSp8oP",0.0,0.0,1.0,0.0,14
314,@FoxNews,Thu Dec 14 03:11:44 +0000 2017,".@RonDeSantisFL on anti-Trump text messages: ""This is actually taking a bias and basically saying you're going to u… https://t.co/NSd5Kbzm86",-0.1027,0.0,0.924,0.076,15
315,@FoxNews,Thu Dec 14 03:09:45 +0000 2017,".@seanhannity on Roy Moore loss: ""When I look at who's to blame for this embarrassing loss, it is not President… https://t.co/d54lQjdb6D",-0.8225,0.0,0.625,0.375,16
316,@FoxNews,Thu Dec 14 03:08:14 +0000 2017,Anonymous donor pays more than $40G in Walmart layaway bills https://t.co/so39zfXgkE,0.0,0.0,1.0,0.0,17
317,@FoxNews,Thu Dec 14 02:56:53 +0000 2017,".@AlanDersh on Mueller investigation: ""It's a problem, not only of perception of bias, but the reality of bias here… https://t.co/InXI5yaWuk",-0.3919,0.0,0.775,0.225,18
318,@FoxNews,Thu Dec 14 02:48:08 +0000 2017,".@seanhannity on Mueller investigation: ""By the time we untangle this massive web of corruption, it will be worse t… https://t.co/s33emSyYvF",-0.4767,0.0,0.86,0.14,19
319,@FoxNews,Thu Dec 14 02:40:40 +0000 2017,".@AGPamBondi on Mueller investigation: ""All of these people need to be wiped off the case. They need to start over.… https://t.co/POgPPMKPnw",0.0,0.0,1.0,0.0,20
320,@FoxNews,Thu Dec 14 02:36:33 +0000 2017,".@seanhannity on Mueller investigation: ""It's one giant, huge, massive web of corruption and it's all aimed at taki… https://t.co/OOjNLvgryG",0.3182,0.113,0.887,0.0,21
321,@FoxNews,Thu Dec 14 02:27:27 +0000 2017,".@seanhannity shares exclusively obtained text messages from ""#Trump-hating, #Clinton-loving @FBI agent Peter Strzo… https://t.co/0FKqP5SY5d",0.296,0.145,0.855,0.0,22
322,@FoxNews,Thu Dec 14 02:16:01 +0000 2017,".@seanhannity: ""If [Rosenstein] had any sort of moral compass, he would shut down Mueller's corrupt witch hunt imme… https://t.co/esmfc17myH",-0.3612,0.0,0.878,0.122,23
323,@FoxNews,Thu Dec 14 02:07:36 +0000 2017,.@DonaldJTrumpJr interviewed by Senate panel in Russia probe for nine hours  https://t.co/cxSvjGIRVD,0.0,0.0,1.0,0.0,24
324,@FoxNews,Thu Dec 14 02:00:25 +0000 2017,Russell Simmons accused of rape by four women https://t.co/PjnzKfIGrB,-0.7845,0.0,0.504,0.496,25
325,@FoxNews,Thu Dec 14 01:45:43 +0000 2017,"On #TheStory, @GovMikeHuckabee said ""we can do better"" when it comes to disagreeing with people's political beliefs… https://t.co/X0vYZYrsY9",0.128,0.136,0.751,0.113,26
326,@FoxNews,Thu Dec 14 01:41:17 +0000 2017,".@tavissmiley accused of sexual misconduct, @PBS 'indefinitely' suspends show's distribution, report says https://t.co/MZC0Vf8KjB",-0.296,0.0,0.845,0.155,27
327,@FoxNews,Thu Dec 14 01:34:49 +0000 2017,".@KimStrassel on getting the @FBI to cooperate with Congress' investigations: ""The @WhiteHouse is going to have to… https://t.co/UxCdcK1Jls",0.0,0.0,1.0,0.0,28
328,@FoxNews,Thu Dec 14 01:22:18 +0000 2017,".@JonathanTurley on possible investigation into the Russia probe: ""Let's have an independent and full investigation… https://t.co/MvdRvCMkbL",0.0,0.0,1.0,0.0,29
329,@FoxNews,Thu Dec 14 01:03:51 +0000 2017,".@GovMikeHuckabee on critics of his daughter: ""Politics doesn't have to be personal attacks on people. You can disa… https://t.co/bi6RDpUukR",-0.6249,0.0,0.769,0.231,30
330,@FoxNews,Thu Dec 14 01:01:35 +0000 2017,".@GovMikeHuckabee on Mika Brzezinski's comments on @PressSec: ""It just amazes me that even the women who say they'r… https://t.co/YOls8hEIjW",0.4939,0.151,0.849,0.0,31
331,@FoxNews,Thu Dec 14 01:01:14 +0000 2017,An empty @Airbus plane was feeling the #Christmas spirit Wednesday as it mapped out a Christmas tree – with ornamen… https://t.co/hrAteHJAfH,0.1027,0.152,0.762,0.086,32
332,@FoxNews,Thu Dec 14 00:51:52 +0000 2017,".@Jim_Jordan on Peter Strzok's text messages: ""This guy, who thought he was James Bond, this super agent guy at the… https://t.co/oA90ofjZmI",0.6833,0.188,0.812,0.0,33
333,@FoxNews,Thu Dec 14 00:49:07 +0000 2017,".@Jim_Jordan on Peter Strzok: ""He needs to be in front of the judiciary committee ASAP.""  https://t.co/9qYndxcPXr https://t.co/EdKpvzvvaV",0.0,0.0,1.0,0.0,34
334,@FoxNews,Thu Dec 14 00:41:08 +0000 2017,.@TGowdySC: Mueller Probe 'Conflicts of Interest' Troublesome for an 'Objective FBI' https://t.co/dqLWbJ2aUJ,-0.4404,0.168,0.503,0.33,35
335,@FoxNews,Thu Dec 14 00:36:39 +0000 2017,".@AdamKinzinger on economy since @POTUS took office: ""People have reacted to [@realDonaldTrump's] presidency with 3… https://t.co/iGgPJAuJNg",0.0,0.0,1.0,0.0,36
336,@FoxNews,Thu Dec 14 00:33:04 +0000 2017,".@AdamKinzinger on final tax bill: ""This is tax relief for everybody and it's gonna drive up middle class wages, it… https://t.co/awYUCFLtNu",0.4767,0.134,0.866,0.0,37
337,@FoxNews,Thu Dec 14 00:30:27 +0000 2017,".@JessicaTarlov on anti-Trump text messages from FBI agents: ""We are a completely divided, partisan country at this… https://t.co/5x65Oh6ahW",0.0,0.0,1.0,0.0,38
338,@FoxNews,Thu Dec 14 00:24:06 +0000 2017,WATCH: @jessebwatters Invites Special Guest for New Installment of 'Mom Texts' #TheFive https://t.co/OZTkUbsgqN,0.4019,0.184,0.816,0.0,39
339,@FoxNews,Thu Dec 14 00:15:21 +0000 2017,"CNN now blames Anderson Cooper's assistant, mysterious gym 'hacker' for crude insult to Trump https://t.co/7kdak5PQdO",-0.8658,0.0,0.553,0.447,40
340,@FoxNews,Thu Dec 14 00:12:31 +0000 2017,".@TGowdySC on anti-Trump text messages: ""The notion that three [FBI] agents would be conspiring or plotting on how… https://t.co/wF1Bx7RJ5N",0.0,0.0,1.0,0.0,41
341,@FoxNews,Thu Dec 14 00:08:35 +0000 2017,".@TGowdySC on anti-Trump text messages: ""These are really bad facts if you care about an impartial, objective Depar… https://t.co/m3HfPeWH5q",-0.1513,0.133,0.709,0.158,42
342,@FoxNews,Wed Dec 13 23:57:44 +0000 2017,".@JonahNRO on anti-Trump texts sent by former Mueller aide: ""The optics on that look bad and I think it is...a hot… https://t.co/CCaNsTvW4J",-0.5423,0.0,0.851,0.149,43
343,@FoxNews,Wed Dec 13 23:48:57 +0000 2017,".@Marcshort45 on tax reform: ""I'm not sure the Democrats should be holding up the example of ObamaCare as one that… https://t.co/GjnCYZZH8Q",-0.2411,0.0,0.911,0.089,44
344,@FoxNews,Wed Dec 13 23:41:55 +0000 2017,"RT @FoxNewsResearch: •Always Ready, Always There•
#OTD 1636, Origins of the Army National Guard were organized
•First militia regiments org…",0.3612,0.116,0.884,0.0,45
345,@FoxNews,Wed Dec 13 23:30:18 +0000 2017,Cuomo calls female reporter's harassment question a 'disservice to women' https://t.co/PhlH5aArXu,-0.5423,0.0,0.72,0.28,46
346,@FoxNews,Wed Dec 13 23:04:38 +0000 2017,".@OMAROSA resigns from #Trump administration job 
https://t.co/nc2kPw4keS",-0.3182,0.0,0.723,0.277,47
347,@FoxNews,Wed Dec 13 22:48:01 +0000 2017,".@Joy_Villa: ""@IvankaTrump actually pulled me aside and she said, 'I really want you to run. We need more strong wo… https://t.co/I2sxSS86ud",0.6353,0.214,0.786,0.0,48
348,@FoxNews,Wed Dec 13 22:39:45 +0000 2017,".@SenJohnMcCain: ""Senator McCain is currently receiving treatment at Walter Reed Medical Center for normal side eff… https://t.co/CCHVOj3URV",0.0,0.0,1.0,0.0,49
349,@FoxNews,Wed Dec 13 22:39:05 +0000 2017,"Pastor Leon Benjamin: ""It's time that we recognize that our president is making good on his promises. Thank you, Mr… https://t.co/WVCSXaf2J3",0.7906,0.308,0.692,0.0,50
350,@FoxNews,Wed Dec 13 22:37:09 +0000 2017,".@kimguilfoyle: ""On ABC, CBS, and NBC, the reporting on @POTUS has been 91% negative over the past three months.""… https://t.co/RNpOB90qAV",-0.5719,0.0,0.837,0.163,51
351,@FoxNews,Wed Dec 13 22:35:43 +0000 2017,"Alabama's Doug Jones facing early pressure to vote with GOP, after upset victory https://t.co/OKY2tn7rXG",-0.5859,0.0,0.714,0.286,52
352,@FoxNews,Wed Dec 13 22:25:00 +0000 2017,"New York store owner, 80, shot and killed over 50 cents https://t.co/t8MTqk6cY1",-0.6705,0.0,0.71,0.29,53
353,@FoxNews,Wed Dec 13 22:23:12 +0000 2017,Texts of FBI agents reveal anti-Trump bias; Catherine Herridge reports. https://t.co/Nca2OnrKJt,-0.1027,0.0,0.877,0.123,54
354,@FoxNews,Wed Dec 13 22:18:22 +0000 2017,".@jessebwatters: ""[Roy Moore] is not a normal Republican candidate. The fact that you beat him by a hair I don't th… https://t.co/1PjIkKKFaT",0.0,0.0,1.0,0.0,55
355,@FoxNews,Wed Dec 13 22:15:17 +0000 2017,NYC subway bomb suspect appears in court from hospital bed https://t.co/XRdWD4VmPZ,-0.6597,0.0,0.625,0.375,56
356,@FoxNews,Wed Dec 13 22:13:54 +0000 2017,"In his final speech pushing tax reform, @POTUS said the new tax guidelines favored the ""forgotten men and women of… https://t.co/8MhrvtVY1A",0.2263,0.118,0.802,0.08,57
357,@FoxNews,Wed Dec 13 22:12:56 +0000 2017,".@cathymcmorris on tax reform bill: ""It is pro-family. It is pro-economic growth...I am excited about what it means… https://t.co/bifswWOeQP",0.34,0.118,0.882,0.0,58
358,@FoxNews,Wed Dec 13 21:52:02 +0000 2017,".@SenatorStrange: ""I've been honored to serve and looking forward to the next chapter."" https://t.co/wMQ2tmLYv7",0.5859,0.226,0.774,0.0,59
359,@FoxNews,Wed Dec 13 21:49:08 +0000 2017,.@POTUS made his closing argument for passing a sweeping tax reform package.  https://t.co/XomMrv6nNb https://t.co/gcs4i4YlR8,-0.3612,0.0,0.828,0.172,60
360,@FoxNews,Wed Dec 13 21:36:26 +0000 2017,".@KarlRove: ""Alabama remains a deep red state... The Republicans nominated the one person who could squander the se… https://t.co/tci1WO8XCE",0.0,0.0,1.0,0.0,61
361,@FoxNews,Wed Dec 13 21:32:30 +0000 2017,Report: Omarosa 'physically dragged' from White House grounds https://t.co/KFIaQWMX8q,-0.0516,0.0,0.87,0.13,62
362,@FoxNews,Wed Dec 13 21:26:19 +0000 2017,".@GDouglasJones: ""Going forward, this country has a debt that we owe to women everywhere who have had to endure the… https://t.co/13rZQsWYwe",-0.3612,0.0,0.884,0.116,63
363,@FoxNews,Wed Dec 13 21:23:55 +0000 2017,"Trump announces Americans will see tax cuts by February, if plan passes on schedule https://t.co/pwn8hIeAqD",-0.296,0.0,0.864,0.136,64
364,@FoxNews,Wed Dec 13 21:16:46 +0000 2017,".@GDouglasJones: ""It has been an amazing day today. I have received calls from so many well-wishers."" https://t.co/HVH8FOZ5QW",0.5859,0.202,0.798,0.0,65
365,@FoxNews,Wed Dec 13 21:15:16 +0000 2017,".@GDouglasJones: ""I want to get involved as soon as I can."" https://t.co/s9gkoTVxva",0.0772,0.115,0.885,0.0,66
366,@FoxNews,Wed Dec 13 21:13:55 +0000 2017,RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average closed the day at a new record high. This is the 68th record close for the…,0.0,0.0,1.0,0.0,67
367,@FoxNews,Wed Dec 13 21:12:08 +0000 2017,".@GDouglasJones: We will ""try to find common ground."" https://t.co/DWETLgOgIl",0.0,0.0,1.0,0.0,68
368,@FoxNews,Wed Dec 13 21:07:45 +0000 2017,".@SenatorStrange: ""I'm honored to have served... I'm proud of my record."" https://t.co/nfLqqPSd9Y",0.7845,0.408,0.592,0.0,69
369,@FoxNews,Wed Dec 13 21:07:19 +0000 2017,".@SenatorStrange: ""I'm not bitter at all... There's no whining in politics."" https://t.co/ILAnk5uFXV",-0.1945,0.151,0.583,0.266,70
370,@FoxNews,Wed Dec 13 21:06:59 +0000 2017,".@SenatorStrange: ""It is bittersweet... I've been honored to serve and looking forward to the next chapter."" https://t.co/tHllcUxmPb",0.5859,0.192,0.808,0.0,71
371,@FoxNews,Wed Dec 13 21:06:18 +0000 2017,Little brother to the rescue! When two-year-old Jash Lewis thought his sister needed help during her wrestling matc… https://t.co/trf4zhAMvc,0.7424,0.27,0.73,0.0,72
372,@FoxNews,Wed Dec 13 21:06:15 +0000 2017,"Alabama's Doug Jones facing early pressure to vote with GOP, after upset victory https://t.co/OKY2tmPQz6",-0.5859,0.0,0.714,0.286,73
373,@FoxNews,Wed Dec 13 20:55:05 +0000 2017,".@POTUS: ""We're proud to be The Deplorables."" https://t.co/rcgOINk3EO https://t.co/xKVOXNYanT",0.4767,0.279,0.721,0.0,74
374,@FoxNews,Wed Dec 13 20:43:17 +0000 2017,"In his final speech pushing tax reform, @POTUS said the new tax guidelines favored the ""forgotten men and women of… https://t.co/Vs8oUDdgzi",0.2263,0.118,0.802,0.08,75
375,@FoxNews,Wed Dec 13 20:29:39 +0000 2017,"Pastor Leon Benjamin: ""It's time that we recognize that our president is making good on his promises. Thank you, Mr… https://t.co/zTmKH1RXc5",0.7906,0.308,0.692,0.0,76
376,@FoxNews,Wed Dec 13 20:29:12 +0000 2017,"RT @FoxBusiness: .@POTUS on tax reform: “We'll have very little Democratic support, probably none. And that's purely for political reasons.…",0.399,0.124,0.876,0.0,77
377,@FoxNews,Wed Dec 13 20:26:02 +0000 2017,".@POTUS: ""Somebody else called me and everybody else 'the Deplorables'... We're proud to be The Deplorables."" https://t.co/cMoXerIJTP",0.4767,0.162,0.838,0.0,78
378,@FoxNews,Wed Dec 13 20:24:53 +0000 2017,"RT @FoxBusiness: .@POTUS: “55 years ago this week, President John F. Kennedy – a Democrat – launched a historic effort to pass sweeping, to…",0.128,0.073,0.927,0.0,79
379,@FoxNews,Wed Dec 13 20:24:26 +0000 2017,"RT @FoxBusiness: .@POTUS: If Congress sends me a bill before Christmas, Americans will see lower taxes beginning in February. Just two shor…",-0.296,0.0,0.901,0.099,80
380,@FoxNews,Wed Dec 13 20:24:20 +0000 2017,"RT @FoxBusiness: .@POTUS: ""We want to give you, the American people, a giant tax cut for Christmas."" https://t.co/UiTm6Lxm6u",-0.2023,0.071,0.815,0.114,81
381,@FoxNews,Wed Dec 13 20:21:25 +0000 2017,".@POTUS: ""Unemployment is at a 17-year low... Pension and retirement accounts are soaring."" https://t.co/dtu9f3ExnY",-0.4404,0.0,0.805,0.195,82
382,@FoxNews,Wed Dec 13 20:19:53 +0000 2017,"Pastor Leon Benjamin: ""It's time that we recognize that our president is making good on his promises. Thank you, Mr… https://t.co/h8XKfVjB2D",0.7906,0.308,0.692,0.0,83
383,@FoxNews,Wed Dec 13 20:19:23 +0000 2017,".@POTUS: ""Lowering taxes is neither a Republican or Democrat idea, but an American principle and an American idea."" https://t.co/JrjXWd7Yoz",-0.128,0.0,0.919,0.081,84
384,@FoxNews,Wed Dec 13 20:09:49 +0000 2017,".@POTUS: ""Millions of middle class families will win under our plan."" https://t.co/EEVNwNhq0b",0.5859,0.257,0.743,0.0,85
385,@FoxNews,Wed Dec 13 20:07:50 +0000 2017,".@POTUS: ""America is coming back bigger, and better, and stronger than ever before... America isn't content just by… https://t.co/4LfzgXBdjT",0.6705,0.244,0.756,0.0,86
386,@FoxNews,Wed Dec 13 20:07:15 +0000 2017,".@POTUS: ""As a country we're being respected again."" https://t.co/KontxpMFl6",0.4767,0.307,0.693,0.0,87
387,@FoxNews,Wed Dec 13 20:06:04 +0000 2017,".@POTUS: ""It makes America competitive again."" https://t.co/2yLonOBbGZ",0.1779,0.221,0.779,0.0,88
388,@FoxNews,Wed Dec 13 20:04:59 +0000 2017,".@POTUS: ""The typical family of 4 earning $75,000 will see an income tax cut of more than $2,000, slashing their ta… https://t.co/9z0W8X1n4x",-0.5367,0.0,0.81,0.19,89
389,@FoxNews,Wed Dec 13 20:04:07 +0000 2017,".@POTUS: ""We want to give you, the American people, a giant tax cut for Christmas."" https://t.co/d5RSBZ5sdg",-0.2023,0.079,0.793,0.128,90
